error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows
156,milagro-crypto,0.1.14,ff::tests::test_ff_randoms,Undefined Behavior,"attempting a read access using <115601> at alloc29995[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE
155,milagro-crypto,0.1.14,ff::tests::test_ff_set_size,Undefined Behavior,"attempting a read access using <127483> at alloc29991[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE
155,milagro-crypto,0.1.14,ff::tests::test_ff_sqr,Undefined Behavior,"attempting a read access using <127512> at alloc29938[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE
155,milagro-crypto,0.1.14,ff::tests::test_ff_sub,Undefined Behavior,"attempting a read access using <127512> at alloc29938[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE
155,milagro-crypto,0.1.14,ff::wrappers::tests::test_more_ops,Undefined Behavior,"attempting a read access using <115460> at alloc29976[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE
155,milagro-crypto,0.1.14,ff::wrappers::tests::test_ops,Undefined Behavior,"attempting a read access using <115506> at alloc30006[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE
155,milagro-crypto,0.1.14,ff::wrappers::tests::test_strout,Undefined Behavior,"attempting a read access using <115324> at alloc29918[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE
159,milagro-crypto,0.1.14,fp2::tests::test_fp2_hex_io,Undefined Behavior,"attempting a write access using <158653> at alloc29986[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
160,milagro-crypto,0.1.14,hash::tests::test_sha256,Undefined Behavior,"attempting a write access using <115510> at alloc30005[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE
160,milagro-crypto,0.1.14,hash::wrappers::tests::test_sha256,Undefined Behavior,"attempting a write access using <115441> at alloc29965[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE
156,milagro-crypto,0.1.14,randapi::tests::test_random,Undefined Behavior,"attempting a read access using <115569> at alloc29983[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE
156,milagro-crypto,0.1.14,randapi::wrappers::tests::test_rng,Undefined Behavior,"attempting a read access using <115440> at alloc29963[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",TRUE
162,minilzo-rs,0.6.0,tests::test_lzo_cmpress,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
163,minimap2,0.1.16+minimap2.2.26,tests::create_index,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
163,minimap2,0.1.16+minimap2.2.26,tests::test_aligner_config_and_mapping,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
163,minimap2,0.1.16+minimap2.2.26,tests::test_aligner_struct,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
163,minimap2,0.1.16+minimap2.2.26,tests::test_mapping,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
163,minimap2,0.1.16+minimap2.2.26,tests::test_mappy_output,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
163,minimap2,0.1.16+minimap2.2.26,tests::test_mappy_output_no_md,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE
164,minimap2-sys,0.1.16+minimap2.2.26,tests::set_index_and_mapping_opts,Undefined Behavior,constructing invalid value at .value.k,"Undefined Behavior: constructing invalid value at .value.k: encountered uninitialized memory, but expected an integer",FALSE
165,minimp3_ex-sys,0.1.1,open_dummy_cb,memory leaked,"alloc24813 (C heap, size","memory leaked: alloc (C heap, size: 131072, align: 16), allocated here:",FALSE
166,molconv,0.2.0,xdr::c_abi::xdrfile_trr::tests::test_read_trr_nframes,Undefined Behavior,"attempting a write access using <104031> at alloc26965[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
167,molconv,0.2.0,xdr::c_abi::xdrfile_xtc::tests::test_read_xtc_nframes,Undefined Behavior,"attempting a write access using <104031> at alloc26965[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
168,monacoin,0.27.1-pre,util::bip32::tests::test_vector_1,Undefined Behavior,"attempting a read access using <7679833> at alloc7550057[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE
168,monacoin,0.27.1-pre,util::bip32::tests::test_vector_2,Undefined Behavior,"attempting a read access using <7690183> at alloc7555167[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE
168,monacoin,0.27.1-pre,util::bip32::tests::test_vector_3,Undefined Behavior,"attempting a read access using <7690183> at alloc7555167[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",TRUE
168,monacoin,0.27.1-pre,util::psbt::tests::serialize_then_deserialize_output,Undefined Behavior,"attempting a read access using <7679635> at alloc7550006[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",TRUE
170,mozjpeg,0.10.1,compress::convert_colorspace,Undefined Behavior,not granting access to tag <102533> because that would remove [Unique for <103222>] which is weakly protected because it is an argument of call 46209,Undefined Behavior: not granting access to tag <> because that would remove [Unique for <103222>] which is weakly protected because it is an argument of call 46209,FALSE
171,mozjpeg,0.10.1,compress::write_mem,Undefined Behavior,not granting access to tag <102542> because that would remove [Unique for <105662>] which is weakly protected because it is an argument of call 46725,Undefined Behavior: not granting access to tag <> because that would remove [Unique for <105662>] which is weakly protected because it is an argument of call 46725,FALSE
172,ms5837,0.2.1,tests::crc4,Undefined Behavior,"attempting a write access using <97601> at alloc25189[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE
174,mseed,0.5.0,util::tests::test_seedchan2xchan,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 1, so pointer to 1 byte starting at offset 1 is out-of-bounds",FALSE
173,mseed,0.5.0,util::tests::test_xchan2seedchan,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 1, so pointer to 1 byte starting at offset 1 is out-of-bounds",FALSE
175,mtpng,0.3.5,encoder::tests::create_and_state,Undefined Behavior,"trying to retag from <274806> for SharedReadOnly permission at alloc60208[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for SharedReadOnly permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
175,mtpng,0.3.5,encoder::tests::test_rows,Undefined Behavior,"trying to retag from <274663> for SharedReadOnly permission at alloc60156[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for SharedReadOnly permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE
176,mugle_secp256k1zkp,0.7.12,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
177,mugle_secp256k1zkp,0.7.12,key::test::test_bad_deserialize,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
